Order_ID,Order_Date,Customer_ID,Product_ID,Region,Sales_Channel,Quantity,Unit_Price,Discount,Unit_Cost,Gross_Sales,Discount_Amount,Revenue,COGS,Gross_Profit,Gross_Margin
ORD01612,2023-08-06,CUS0886,PROD009,South,Online,6,4282.04,0.1,2526.4,25692.24,2569.22,23123.02,15158.4,7964.62,0.3444454919815837
ORD01613,2024-02-27,CUS0883,PROD046,South,Store,13,3415.07,0.2,2185.64,44395.91,8879.18,35516.73,28413.32,7103.41,0.20000180196769238
ORD01614,2025-03-20,CUS0923,PROD050,North,Online,5,1512.25,0.15,846.86,7561.25,1134.19,6427.06,4234.3,2192.76,0.3411762143188332
ORD01615,2025-06-11,CUS0265,PROD022,South,Store,1,296.06,0.1,145.07,296.06,29.61,266.45,145.07,121.38,0.455545130418465
ORD01616,2025-06-02,CUS0160,PROD050,North,Online,1,1554.35,0.05,870.44,1554.35,77.72,1476.63,870.44,606.19,0.41052260891353964
ORD01617,2024-08-07,CUS0785,PROD035,South,Online,3,579.78,0.1,313.08,1739.34,173.93,1565.41,939.24,626.17,0.40000383286167834
ORD01618,2024-05-17,CUS0923,PROD017,North,Online,12,6700.43,0.1,4690.3,80405.16,8040.52,72364.64,56283.6,16081.04,0.22222234505692284
ORD01619,2023-01-25,CUS0687,PROD020,West,Store,7,1156.47,0.0,693.88,8095.29,0.0,8095.29,4857.16,3238.13,0.4000017294006762
ORD01620,2023-03-31,CUS0813,PROD008,South,Online,7,7744.92,0.15,4801.85,54214.44,8132.17,46082.27,33612.95,12469.32,0.27058823274113886
ORD01621,2023-01-28,CUS0225,PROD024,South,Online,1,253.18,0.05,129.12,253.18,12.66,240.52,129.12,111.4,0.46316314651588225
ORD01622,2025-11-24,CUS0912,PROD048,South,Store,2,3095.48,0.05,1950.15,6190.96,309.55,5881.41,3900.3,1981.11,0.3368426958841502
ORD01623,2024-09-21,CUS0344,PROD041,North,Store,2,928.39,0.1,510.61,1856.78,185.68,1671.1,1021.22,649.88,0.3888935431751541
ORD01624,2025-12-28,CUS0564,PROD020,South,Online,1,1223.04,0.0,733.82,1223.04,0.0,1223.04,733.82,489.22,0.4000032705389849
ORD01625,2025-05-06,CUS0763,PROD047,South,Online,1,881.71,0.0,502.57,881.71,0.0,881.71,502.57,379.14,0.4300053305508614
ORD01626,2025-08-10,CUS0952,PROD016,North,Online,8,5834.59,0.1,3850.83,46676.72,4667.67,42009.05,30806.64,11202.41,0.26666658731868487
ORD01627,2025-02-26,CUS0664,PROD022,South,Store,3,291.78,0.1,142.97,875.34,87.53,787.81,428.91,358.9,0.45556669755397877
ORD01628,2024-04-04,CUS0867,PROD040,South,Store,13,5245.38,0.05,3461.95,68189.94,3409.5,64780.44,45005.35,19775.09,0.3052632862635697
ORD01629,2025-01-08,CUS0173,PROD005,North,Online,2,2458.43,0.05,1524.23,4916.86,245.84,4671.02,3048.46,1622.56,0.34736738442567144
ORD01630,2025-07-16,CUS0968,PROD045,South,Store,3,24195.17,0.05,17420.52,72585.51,3629.28,68956.23,52261.56,16694.67,0.24210531811266364
ORD01631,2025-03-22,CUS0570,PROD049,North,Online,1,1870.76,0.1,1103.75,1870.76,187.08,1683.68,1103.75,579.93,0.3444419367100636
ORD01632,2025-12-20,CUS0832,PROD010,West,Store,5,8793.98,0.1,5628.15,43969.9,4396.99,39572.91,28140.75,11432.16,0.28888853511151946
ORD01633,2023-11-01,CUS0857,PROD002,South,Store,6,2901.28,0.05,1740.77,17407.68,870.38,16537.3,10444.62,6092.68,0.36842047976392767
ORD01634,2025-09-06,CUS0906,PROD019,West,Online,4,3978.68,0.15,2586.14,15914.72,2387.21,13527.51,10344.56,3182.95,0.23529459597516467
ORD01635,2024-07-14,CUS0922,PROD049,East,Store,3,1760.13,0.2,1038.48,5280.39,1056.08,4224.31,3115.44,1108.87,0.26249730725254533
ORD01636,2025-06-11,CUS0550,PROD004,North,Store,1,1477.89,0.0,812.84,1477.89,0.0,1477.89,812.84,665.05,0.44999966167982725
ORD01637,2024-05-18,CUS0661,PROD013,West,Online,7,8355.22,0.1,5598.0,58486.54,5848.65,52637.89,39186.0,13451.89,0.2555552663680098
ORD01638,2025-05-30,CUS0626,PROD034,South,Online,8,722.5,0.15,397.38,5780.0,867.0,4913.0,3179.04,1733.96,0.3529330348056178
ORD01639,2024-10-02,CUS0143,PROD029,West,Online,3,184.98,0.05,99.89,554.94,27.75,527.19,299.67,227.52,0.4315711603027371
ORD01640,2023-02-05,CUS0874,PROD022,South,Online,5,314.82,0.15,154.26,1574.1,236.11,1337.99,771.3,566.69,0.423538292513397
ORD01641,2024-10-01,CUS0609,PROD039,West,Store,8,11471.49,0.05,8030.04,91771.92,4588.6,87183.32,64240.32,22943.0,0.2631581362122938
ORD01642,2025-11-06,CUS0607,PROD005,South,Online,3,2583.81,0.1,1601.96,7751.43,775.14,6976.29,4805.88,2170.41,0.31111235341420723
ORD01643,2025-07-01,CUS0989,PROD042,South,Online,8,2431.15,0.1,1507.31,19449.2,1944.92,17504.28,12058.48,5445.8,0.31111248220435234
ORD01644,2025-05-19,CUS0235,PROD021,West,Online,3,255.83,0.1,122.8,767.49,76.75,690.74,368.4,322.34,0.46665894547876186
ORD01645,2025-08-28,CUS0616,PROD047,West,Online,2,908.45,0.0,517.82,1816.9,0.0,1816.9,1035.64,781.26,0.42999614728383506
ORD01646,2025-08-12,CUS0052,PROD005,South,Online,2,2394.27,0.0,1484.45,4788.54,0.0,4788.54,2968.9,1819.64,0.3799989140740184
ORD01647,2025-12-05,CUS0929,PROD021,South,Store,8,249.24,0.1,119.64,1993.92,199.39,1794.53,957.12,837.41,0.46664586270499797
ORD01648,2024-10-12,CUS0893,PROD032,North,Store,13,4600.15,0.15,2990.1,59801.95,8970.29,50831.66,38871.3,11960.36,0.23529351589147393
ORD01649,2025-11-25,CUS0908,PROD009,North,Online,13,4345.15,0.05,2563.64,56486.95,2824.35,53662.6,33327.32,20335.28,0.37894697610626393
ORD01650,2025-05-17,CUS0055,PROD022,South,Online,1,296.89,0.1,145.48,296.89,29.69,267.2,145.48,121.72,0.45553892215568864
ORD01651,2025-05-05,CUS0864,PROD031,West,Store,9,1800.34,0.15,1116.21,16203.06,2430.46,13772.6,10045.89,3726.71,0.2705887051101462
ORD01652,2023-09-14,CUS0387,PROD026,East,Store,1,501.08,0.05,275.59,501.08,25.05,476.03,275.59,200.44,0.4210658992080331
ORD01653,2023-06-08,CUS0891,PROD050,West,Online,8,1452.55,0.05,813.43,11620.4,581.02,11039.38,6507.44,4531.94,0.41052486643271635
ORD01654,2025-02-18,CUS0923,PROD034,North,Online,9,709.93,0.2,390.46,6389.37,1277.87,5111.5,3514.14,1597.36,0.31250317910593756
ORD01655,2025-03-22,CUS0281,PROD015,South,Online,2,4396.46,0.1,2813.73,8792.92,879.29,7913.63,5627.46,2286.17,0.28889018061243704
ORD01656,2025-12-28,CUS0133,PROD037,East,Online,3,880.4,0.05,510.63,2641.2,132.06,2509.14,1531.89,977.25,0.3894760754680887
ORD01657,2024-11-29,CUS0181,PROD034,North,Online,1,728.68,0.1,400.77,728.68,72.87,655.81,400.77,255.04,0.3888931245330203
ORD01658,2025-11-02,CUS0769,PROD016,East,Online,1,6286.0,0.05,4148.76,6286.0,314.3,5971.7,4148.76,1822.94,0.30526315789473685
ORD01659,2024-09-24,CUS0077,PROD044,South,Online,2,3837.28,0.0,2340.74,7674.56,0.0,7674.56,4681.48,2993.08,0.39000020848100736
ORD01660,2025-01-12,CUS0015,PROD005,West,Store,2,2500.05,0.05,1550.03,5000.1,250.01,4750.09,3100.06,1650.03,0.34736815512969227
ORD01661,2024-03-09,CUS0895,PROD043,West,Store,13,816.21,0.15,432.59,10610.73,1591.61,9019.12,5623.67,3395.45,0.3764724274652072
ORD01662,2025-04-27,CUS0564,PROD044,South,Online,3,4123.0,0.1,2515.03,12369.0,1236.9,11132.1,7545.09,3587.01,0.32222222222222224
ORD01663,2024-08-17,CUS0041,PROD022,South,Online,2,310.56,0.05,152.17,621.12,31.06,590.06,304.34,285.72,0.48422194353116643
ORD01664,2024-04-28,CUS0275,PROD040,East,Online,3,5062.98,0.05,3341.57,15188.94,759.45,14429.49,10024.71,4404.78,0.3052623481495188
ORD01665,2025-10-24,CUS0951,PROD007,West,Store,14,3381.37,0.1,2028.82,47339.18,4733.92,42605.26,28403.48,14201.78,0.3333339592341415
ORD01666,2025-01-07,CUS0739,PROD013,West,Store,6,7871.22,0.15,5273.72,47227.32,7084.1,40143.22,31642.32,8500.9,0.21176427800261163
ORD01667,2025-11-13,CUS0830,PROD033,South,Store,7,6678.21,0.0,4474.4,46747.47,0.0,46747.47,31320.8,15426.67,0.3300001048185067
ORD01668,2025-06-07,CUS0407,PROD032,North,Online,3,4343.58,0.1,2823.33,13030.74,1303.07,11727.67,8469.99,3257.68,0.2777772566929322
ORD01669,2023-08-19,CUS0998,PROD013,South,Online,3,8296.37,0.05,5558.57,24889.11,1244.46,23644.65,16675.71,6968.94,0.2947364414360119
ORD01670,2023-06-30,CUS0725,PROD040,North,Online,8,4897.8,0.1,3232.55,39182.4,3918.24,35264.16,25860.4,9403.76,0.2666662129482171
ORD01671,2025-08-01,CUS0477,PROD032,South,Online,2,4355.63,0.05,2831.16,8711.26,435.56,8275.7,5662.32,2613.38,0.3157896008796839
ORD01672,2023-11-24,CUS0439,PROD036,South,Store,2,1193.05,0.05,668.11,2386.1,119.3,2266.8,1336.22,930.58,0.4105258514205047
ORD01673,2025-04-01,CUS0975,PROD001,North,Online,11,932.31,0.2,540.74,10255.41,2051.08,8204.33,5948.14,2256.19,0.274999908584857
ORD01674,2025-07-24,CUS0648,PROD005,West,Online,3,2586.21,0.15,1603.45,7758.63,1163.79,6594.84,4810.35,1784.49,0.27058882398966466
ORD01675,2025-12-06,CUS0618,PROD034,North,Online,7,726.29,0.15,399.46,5084.03,762.6,4321.43,2796.22,1525.21,0.3529410403500693
ORD01676,2023-01-17,CUS0073,PROD040,South,Store,3,4872.41,0.0,3215.79,14617.23,0.0,14617.23,9647.37,4969.86,0.3400001231423464
ORD01677,2024-09-25,CUS0263,PROD038,North,Online,1,1007.01,0.05,553.86,1007.01,50.35,956.66,553.86,402.8,0.4210482303012565
ORD01678,2025-12-15,CUS0380,PROD028,North,Online,2,119.59,0.1,59.8,239.18,23.92,215.26,119.6,95.66,0.44439282727863977
ORD01679,2024-07-25,CUS0186,PROD015,West,Online,1,4706.8,0.1,3012.35,4706.8,470.68,4236.12,3012.35,1223.77,0.2888893610190457
ORD01680,2025-12-05,CUS0902,PROD037,South,Online,5,883.56,0.2,512.46,4417.8,883.56,3534.24,2562.3,971.94,0.2750067907103083
ORD01681,2025-07-04,CUS0714,PROD025,West,Online,8,429.22,0.0,266.12,3433.76,0.0,3433.76,2128.96,1304.8,0.3799916126927915
ORD01682,2025-06-06,CUS0979,PROD033,North,Online,4,6195.36,0.1,4150.89,24781.44,2478.14,22303.3,16603.56,5699.74,0.25555590428322267
ORD01683,2024-03-13,CUS0905,PROD031,South,Store,2,1886.14,0.15,1169.41,3772.28,565.84,3206.44,2338.82,867.62,0.270586694277766
ORD01684,2023-12-27,CUS0092,PROD021,South,Online,1,243.8,0.1,117.02,243.8,24.38,219.42,117.02,102.4,0.46668489654543804
ORD01685,2025-05-28,CUS0143,PROD021,West,Online,1,244.96,0.05,117.58,244.96,12.25,232.71,117.58,115.13,0.4947359374328563
ORD01686,2025-10-24,CUS0946,PROD047,South,Store,10,878.35,0.1,500.66,8783.5,878.35,7905.15,5006.6,2898.55,0.36666603416759963
ORD01687,2024-02-11,CUS0092,PROD035,South,Store,2,587.81,0.05,317.42,1175.62,58.78,1116.84,634.84,482.0,0.43157480032950113
ORD01688,2024-12-02,CUS0594,PROD032,North,Online,2,4584.97,0.05,2980.23,9169.94,458.5,8711.44,5960.46,2750.98,0.31578935285096377
ORD01689,2023-01-21,CUS0986,PROD039,West,Store,8,12084.38,0.15,8459.07,96675.04,14501.26,82173.78,67672.56,14501.22,0.17647015872946334
ORD01690,2024-02-11,CUS0777,PROD033,North,Store,4,6551.02,0.0,4389.18,26204.08,0.0,26204.08,17556.72,8647.36,0.3300005190031476
ORD01691,2025-05-16,CUS0551,PROD042,North,Store,3,2558.28,0.1,1586.13,7674.84,767.48,6907.36,4758.39,2148.97,0.31111307359106805
ORD01692,2025-06-14,CUS0256,PROD009,West,Online,2,4417.38,0.0,2606.25,8834.76,0.0,8834.76,5212.5,3622.26,0.41000095078983473
ORD01693,2025-07-11,CUS0988,PROD010,South,Store,8,8553.31,0.15,5474.12,68426.48,10263.97,58162.51,43792.96,14369.55,0.24705862934732353
ORD01694,2025-06-16,CUS0976,PROD048,East,Store,15,3041.67,0.1,1916.25,45625.05,4562.5,41062.55,28743.75,12318.8,0.3000008523581706
ORD01695,2023-12-07,CUS0166,PROD043,North,Store,1,793.61,0.1,420.61,793.61,79.36,714.25,420.61,293.64,0.4111165558277914
ORD01696,2023-01-30,CUS0811,PROD042,North,Online,4,2422.79,0.1,1502.13,9691.16,969.12,8722.04,6008.52,2713.52,0.31111070345928243
ORD01697,2023-09-13,CUS0615,PROD031,West,Online,6,1765.25,0.0,1094.45,10591.5,0.0,10591.5,6566.7,4024.8,0.3800028324599915
ORD01698,2025-12-11,CUS0873,PROD013,North,Store,12,7881.38,0.2,5280.52,94576.56,18915.31,75661.25,63366.24,12295.01,0.16250075170579392
ORD01699,2024-06-09,CUS0662,PROD020,North,Store,6,1195.06,0.0,717.04,7170.36,0.0,7170.36,4302.24,2868.12,0.3999966528877211
ORD01700,2025-06-14,CUS0301,PROD012,West,Online,3,11857.88,0.0,8063.36,35573.64,0.0,35573.64,24190.08,11383.56,0.3199998650686295
ORD01701,2025-12-28,CUS0839,PROD011,West,Store,2,7202.86,0.0,4681.86,14405.72,0.0,14405.72,9363.72,5042.0,0.349999861166259
ORD01702,2025-12-13,CUS0028,PROD022,South,Online,2,307.55,0.0,150.7,615.1,0.0,615.1,301.4,313.7,0.5099983742480897
ORD01703,2024-08-16,CUS0170,PROD010,East,Online,2,8579.37,0.1,5490.8,17158.74,1715.87,15442.87,10981.6,4461.27,0.2888886586495904
ORD01704,2023-08-23,CUS0937,PROD007,South,Store,5,3518.06,0.1,2110.84,17590.3,1759.03,15831.27,10554.2,5277.07,0.3333320700108077
ORD01705,2024-12-10,CUS0333,PROD021,West,Online,2,257.34,0.0,123.52,514.68,0.0,514.68,247.04,267.64,0.5200124349110127
ORD01706,2025-11-05,CUS0651,PROD010,South,Store,7,9253.98,0.0,5922.55,64777.86,0.0,64777.86,41457.85,23320.01,0.3599996974274852
ORD01707,2025-04-29,CUS0483,PROD011,North,Online,3,7802.0,0.05,5071.3,23406.0,1170.3,22235.7,15213.9,7021.8,0.3157894736842105
ORD01708,2025-02-05,CUS0862,PROD044,North,Online,2,3810.5,0.2,2324.4,7621.0,1524.2,6096.8,4648.8,1448.0,0.23750164020469755
ORD01709,2025-11-26,CUS0933,PROD034,South,Online,10,732.14,0.15,402.68,7321.4,1098.21,6223.19,4026.8,2196.39,0.35293635579180455
ORD01710,2024-12-01,CUS0412,PROD013,East,Online,2,7914.65,0.0,5302.82,15829.3,0.0,15829.3,10605.64,5223.66,0.3299994314341127
ORD01711,2023-12-22,CUS0916,PROD013,West,Online,11,8109.02,0.2,5433.04,89199.22,17839.84,71359.38,59763.44,11595.94,0.16250057105316779
ORD01712,2023-09-16,CUS0643,PROD010,South,Online,6,8639.62,0.05,5529.36,51837.72,2591.89,49245.83,33176.16,16069.67,0.32631534487285524
ORD01713,2024-04-22,CUS0729,PROD018,South,Store,7,5312.48,0.1,3559.36,37187.36,3718.74,33468.62,24915.52,8553.1,0.2555558012251476
ORD01714,2023-11-10,CUS0347,PROD022,North,Online,1,303.87,0.0,148.9,303.87,0.0,303.87,148.9,154.97,0.5099878237404153
ORD01715,2025-02-22,CUS0048,PROD039,North,Store,3,11494.53,0.1,8046.17,34483.59,3448.36,31035.23,24138.51,6896.72,0.22222229382543646
ORD01716,2025-01-03,CUS0043,PROD004,North,Store,3,1520.17,0.0,836.09,4560.51,0.0,4560.51,2508.27,2052.24,0.4500023023740765
ORD01717,2024-05-17,CUS0318,PROD023,East,Online,3,180.64,0.0,93.93,541.92,0.0,541.92,281.79,260.13,0.48001550044286984
ORD01718,2025-03-25,CUS0884,PROD002,South,Store,14,2844.59,0.2,1706.75,39824.26,7964.85,31859.41,23894.5,7964.91,0.25000180480429485
ORD01719,2025-11-01,CUS0142,PROD037,East,Online,1,943.63,0.1,547.31,943.63,94.36,849.27,547.31,301.96,0.3555524156039893
ORD01720,2024-01-05,CUS0189,PROD048,West,Online,3,2934.74,0.0,1848.89,8804.22,0.0,8804.22,5546.67,3257.55,0.36999870516638617
ORD01721,2023-08-30,CUS0158,PROD042,North,Store,2,2426.99,0.05,1504.73,4853.98,242.7,4611.28,3009.46,1601.82,0.34736992765566177
ORD01722,2024-12-24,CUS0718,PROD004,South,Online,1,1568.88,0.15,862.88,1568.88,235.33,1333.55,862.88,470.67,0.3529451464137078
ORD01723,2025-07-23,CUS0358,PROD013,South,Store,2,8106.84,0.05,5431.58,16213.68,810.68,15403.0,10863.16,4539.84,0.29473738882035966
ORD01724,2025-08-18,CUS0919,PROD019,North,Online,4,3871.47,0.15,2516.46,15485.88,2322.88,13163.0,10065.84,3097.16,0.23529286636784927
ORD01725,2025-10-10,CUS0837,PROD030,North,Store,1,682.09,0.0,409.25,682.09,0.0,682.09,409.25,272.84,0.40000586432875423
ORD01726,2023-10-29,CUS0998,PROD034,South,Online,11,716.92,0.05,394.31,7886.12,394.31,7491.81,4337.41,3154.4,0.4210464493893999
ORD01727,2023-11-09,CUS0328,PROD046,North,Online,1,3504.11,0.1,2242.63,3504.11,350.41,3153.7,2242.63,911.07,0.288889241208739
ORD01728,2023-10-11,CUS0368,PROD036,North,Store,2,1143.54,0.0,640.38,2287.08,0.0,2287.08,1280.76,1006.32,0.4400020987459993
ORD01729,2025-09-23,CUS0374,PROD003,East,Store,3,1758.17,0.1,1002.16,5274.51,527.45,4747.06,3006.48,1740.58,0.3666648409752562
ORD01730,2025-08-14,CUS0339,PROD050,North,Store,1,1522.79,0.05,852.76,1522.79,76.14,1446.65,852.76,593.89,0.41052777105727023
ORD01731,2024-02-23,CUS0892,PROD006,North,Store,9,2177.99,0.2,1263.23,19601.91,3920.38,15681.53,11369.07,4312.46,0.27500250294454687
ORD01732,2025-03-15,CUS0426,PROD039,South,Store,1,12260.88,0.1,8582.62,12260.88,1226.09,11034.79,8582.62,2452.17,0.22222171876401817
ORD01733,2025-09-26,CUS0175,PROD035,East,Online,3,582.35,0.05,314.47,1747.05,87.35,1659.7,943.41,716.29,0.4315779960233777
ORD01734,2025-08-10,CUS0669,PROD008,South,Store,8,7328.76,0.15,4543.83,58630.08,8794.51,49835.57,36350.64,13484.93,0.2705884572003491
ORD01735,2025-12-14,CUS0830,PROD021,South,Online,7,246.32,0.15,118.23,1724.24,258.64,1465.6,827.61,637.99,0.4353097707423581
ORD01736,2024-06-02,CUS0924,PROD012,North,Store,9,12549.72,0.1,8533.81,112947.48,11294.75,101652.73,76804.29,24848.44,0.2444443941643279
ORD01737,2025-06-05,CUS0799,PROD002,West,Online,5,2692.1,0.1,1615.26,13460.5,1346.05,12114.45,8076.3,4038.15,0.3333333333333333
ORD01738,2025-01-31,CUS0665,PROD004,East,Online,3,1457.28,0.1,801.5,4371.84,437.18,3934.66,2404.5,1530.16,0.388892559967062
ORD01739,2025-10-19,CUS0617,PROD045,West,Online,6,25470.73,0.0,18338.93,152824.38,0.0,152824.38,110033.58,42790.8,0.27999982725269357
ORD01740,2025-02-28,CUS0364,PROD001,South,Store,3,905.55,0.05,525.22,2716.65,135.83,2580.82,1575.66,1005.16,0.3894731131965809
ORD01741,2023-06-03,CUS0483,PROD018,North,Online,1,5533.53,0.1,3707.47,5533.53,553.35,4980.18,3707.47,1272.71,0.2555550200996751
ORD01742,2025-06-02,CUS0788,PROD029,South,Online,7,176.76,0.15,95.45,1237.32,185.6,1051.72,668.15,383.57,0.3647073365534553
ORD01743,2024-05-18,CUS0085,PROD008,North,Online,2,7330.81,0.05,4545.1,14661.62,733.08,13928.54,9090.2,4838.34,0.3473687838064865
ORD01744,2025-09-25,CUS0211,PROD016,West,Online,1,5929.71,0.1,3913.61,5929.71,592.97,5336.74,3913.61,1423.13,0.2666665417464595
ORD01745,2023-01-10,CUS0037,PROD009,South,Store,1,4534.09,0.1,2675.11,4534.09,453.41,4080.68,2675.11,1405.57,0.34444504347314664
ORD01746,2025-12-11,CUS0963,PROD014,South,Store,6,14854.22,0.1,10249.41,89125.32,8912.53,80212.79,61496.46,18716.33,0.2333334870910238
ORD01747,2024-09-15,CUS0754,PROD024,South,Store,1,239.24,0.1,122.01,239.24,23.92,215.32,122.01,93.31,0.43335500650195063
ORD01748,2024-05-06,CUS0928,PROD017,West,Online,8,7177.58,0.15,5024.31,57420.64,8613.1,48807.54,40194.48,8613.06,0.17646986510690765
ORD01749,2025-11-04,CUS0136,PROD009,West,Online,2,4452.0,0.05,2626.68,8904.0,445.2,8458.8,5253.36,3205.44,0.37894736842105264
ORD01750,2023-07-30,CUS0994,PROD017,South,Store,9,7306.39,0.05,5114.47,65757.51,3287.88,62469.63,46030.23,16439.4,0.2631582738684382
ORD01751,2025-06-11,CUS0050,PROD038,North,Online,1,1049.35,0.0,577.14,1049.35,0.0,1049.35,577.14,472.21,0.45000238242721685
ORD01752,2025-09-15,CUS0385,PROD021,North,Store,1,257.81,0.0,123.75,257.81,0.0,257.81,123.75,134.06,0.5199953454094101
ORD01753,2023-08-15,CUS0996,PROD008,West,Online,13,7713.71,0.05,4782.5,100278.23,5013.91,95264.32,62172.5,33091.82,0.34736845862123406
ORD01754,2025-02-16,CUS0082,PROD001,South,Online,2,916.91,0.0,531.81,1833.82,0.0,1833.82,1063.62,770.2,0.4199976006369219
ORD01755,2025-03-27,CUS0459,PROD032,South,Online,1,4328.96,0.0,2813.82,4328.96,0.0,4328.96,2813.82,1515.14,0.35000092400946187
ORD01756,2025-08-12,CUS0942,PROD038,East,Store,14,1016.82,0.2,559.25,14235.48,2847.1,11388.38,7829.5,3558.88,0.3125009878490181
ORD01757,2025-12-19,CUS0749,PROD031,West,Store,8,1767.94,0.15,1096.12,14143.52,2121.53,12021.99,8768.96,3253.03,0.27058997720011413
ORD01758,2025-05-08,CUS0711,PROD006,North,Store,2,2246.5,0.1,1302.97,4493.0,449.3,4043.7,2605.94,1437.76,0.35555555555555557
ORD01759,2025-11-20,CUS0775,PROD037,South,Store,4,861.76,0.05,499.82,3447.04,172.35,3274.69,1999.28,1275.41,0.3894750342780538
ORD01760,2024-12-13,CUS0103,PROD048,West,Online,1,3095.55,0.1,1950.2,3095.55,309.56,2785.99,1950.2,835.79,0.2999974874281674
ORD01761,2025-11-18,CUS0715,PROD034,West,Store,6,718.31,0.05,395.07,4309.86,215.49,4094.37,2370.42,1723.95,0.4210537884949333
ORD01762,2025-11-05,CUS0940,PROD033,North,Store,14,6600.94,0.15,4422.63,92413.16,13861.97,78551.19,61916.82,16634.37,0.21176471037548888
ORD01763,2025-07-03,CUS0180,PROD029,South,Store,1,177.94,0.0,96.09,177.94,0.0,177.94,96.09,81.85,0.45998651230751936
ORD01764,2024-11-13,CUS0944,PROD003,North,Store,10,1743.83,0.1,993.98,17438.3,1743.83,15694.47,9939.8,5754.67,0.36666864188468934
ORD01765,2025-09-08,CUS0660,PROD003,West,Online,5,1867.72,0.0,1064.6,9338.6,0.0,9338.6,5323.0,4015.6,0.43000021416486406
ORD01766,2025-12-23,CUS0188,PROD015,South,Online,1,4287.86,0.05,2744.23,4287.86,214.39,4073.47,2744.23,1329.24,0.3263163838201828
ORD01767,2025-06-02,CUS0685,PROD042,North,Store,5,2396.02,0.0,1485.53,11980.1,0.0,11980.1,7427.65,4552.45,0.38000100166108797
ORD01768,2025-05-24,CUS0361,PROD043,North,Online,2,786.7,0.1,416.95,1573.4,157.34,1416.06,833.9,582.16,0.4111125234806435
ORD01769,2025-05-15,CUS0464,PROD041,South,Online,1,920.88,0.0,506.48,920.88,0.0,920.88,506.48,414.4,0.45000434367127096
ORD01770,2025-05-24,CUS0330,PROD006,South,Online,1,2150.7,0.05,1247.41,2150.7,107.54,2043.16,1247.41,795.75,0.3894702323851289
ORD01771,2023-10-17,CUS0720,PROD023,South,Store,7,182.63,0.0,94.97,1278.41,0.0,1278.41,664.79,613.62,0.4799868586760116
ORD01772,2023-08-05,CUS0374,PROD026,East,Online,1,486.94,0.0,267.82,486.94,0.0,486.94,267.82,219.12,0.44999383907668294
ORD01773,2023-07-27,CUS0469,PROD016,West,Store,3,5935.14,0.1,3917.19,17805.42,1780.54,16024.88,11751.57,4273.31,0.26666720749234946
ORD01774,2024-03-02,CUS0374,PROD009,East,Online,3,4351.96,0.05,2567.66,13055.88,652.79,12403.09,7702.98,4700.11,0.37894669795994385
ORD01775,2023-07-13,CUS0591,PROD024,West,Online,2,255.85,0.1,130.48,511.7,51.17,460.53,260.96,199.57,0.43334853321173433
ORD01776,2024-05-03,CUS0315,PROD007,South,Online,3,3431.86,0.1,2059.12,10295.58,1029.56,9266.02,6177.36,3088.66,0.3333318943839966
ORD01777,2025-06-17,CUS0290,PROD046,North,Online,3,3441.25,0.0,2202.4,10323.75,0.0,10323.75,6607.2,3716.55,0.36000000000000004
ORD01778,2024-09-27,CUS0242,PROD019,West,Online,1,3933.62,0.1,2556.85,3933.62,393.36,3540.26,2556.85,983.41,0.2777790331783541
ORD01779,2025-10-16,CUS0990,PROD036,South,Store,3,1242.37,0.1,695.73,3727.11,372.71,3354.4,2087.19,1267.21,0.3777754590984975
ORD01780,2024-08-09,CUS0599,PROD030,East,Online,2,674.26,0.1,404.56,1348.52,134.85,1213.67,809.12,404.55,0.33332784035199026
ORD01781,2024-02-03,CUS0186,PROD038,West,Online,1,979.07,0.1,538.49,979.07,97.91,881.16,538.49,342.67,0.38888510599664083
ORD01782,2025-12-04,CUS0747,PROD005,South,Store,3,2400.0,0.05,1488.0,7200.0,360.0,6840.0,4464.0,2376.0,0.3473684210526316
ORD01783,2024-06-11,CUS0888,PROD033,East,Store,9,6818.37,0.2,4568.31,61365.33,12273.07,49092.26,41114.79,7977.47,0.16249954677173142
ORD01784,2024-09-08,CUS0857,PROD049,South,Store,6,1858.99,0.15,1096.8,11153.94,1673.09,9480.85,6580.8,2900.05,0.3058850208578345
ORD01785,2025-11-24,CUS0877,PROD022,South,Online,10,305.57,0.2,149.73,3055.7,611.14,2444.56,1497.3,947.26,0.38749713649900186
ORD01786,2025-10-16,CUS0036,PROD030,South,Online,2,626.71,0.0,376.03,1253.42,0.0,1253.42,752.06,501.36,0.39999361746262224
ORD01787,2023-12-13,CUS0053,PROD046,North,Online,3,3475.75,0.1,2224.48,10427.25,1042.73,9384.52,6673.44,2711.08,0.28888851001436405
ORD01788,2025-05-12,CUS0892,PROD027,North,Store,5,313.96,0.2,163.26,1569.8,313.96,1255.84,816.3,439.54,0.3499968148808766
ORD01789,2025-11-04,CUS0864,PROD029,West,Online,9,183.22,0.1,98.94,1648.98,164.9,1484.08,890.46,593.62,0.3999919141825239
ORD01790,2025-05-18,CUS0564,PROD020,South,Store,3,1173.15,0.05,703.89,3519.45,175.97,3343.48,2111.67,1231.81,0.3684215248782705
ORD01791,2025-12-10,CUS0070,PROD034,South,Online,3,707.87,0.1,389.33,2123.61,212.36,1911.25,1167.99,743.26,0.3888868541530412
ORD01792,2025-10-18,CUS0914,PROD018,East,Online,11,5758.21,0.15,3858.0,63340.31,9501.05,53839.26,42438.0,11401.26,0.21176479765880882
